pt_0,pt_1,pt_2,pt_3,pt_4,pt_5,pt_6,pt_7,pt_8,pt_9,pt_10,pt_11,pt_12,pt_13,pt_14,pt_15,pt_16,pt_17,pt_18,pt_19,pt_20,pt_21,pt_22,pt_23,pt_24,pt_25,pt_26,pt_27,pt_28,pt_29,pt_30,pt_31,pt_32,pt_33,pt_34,pt_35,pt_36,pt_37,pt_38,pt_39,pt_40,pt_41,pt_42,pt_43,pt_44,pt_45,pt_46,pt_47,pt_48,pt_49,pt_50,pt_51,pt_52,pt_53,pt_54,pt_55,pt_56,pt_57,pt_58,pt_59,pt_60,pt_61,pt_62,label
0.0,0.0,0.0,-0.07701388441444779,-0.3163607155705181,-0.12317307314401493,-0.25922610178637584,-0.5788012838066398,-0.19458540474842423,-0.38252788359830975,-0.8008233866507735,-0.2610618755083991,-0.4323498064356781,-1.0,-0.310644192024993,-0.524135554759105,-0.30882704316403836,-0.14101722114555057,-0.6521850401760066,-0.24414508196281204,-0.30808413355970843,-0.44941160540261915,-0.23342639052205988,-0.37898543505157656,-0.33791806940395075,-0.27340322857771837,-0.4009792985793333,-0.5155413559167324,-0.05879600172892404,-0.13685089425675476,-0.636776029837363,0.0019019171190326617,-0.31849826237931506,-0.39766821773167316,-0.030229491846673433,-0.3297644156709824,-0.30382861704869446,-0.10083264874384541,-0.2990892065691638,-0.48042661334922654,0.15150451963295264,-0.15595438069651354,-0.5834994469590803,0.22426916716332962,-0.32403561395091773,-0.36715524207621225,0.15290625016779155,-0.27225172559672456,-0.2791658612672691,0.062016256986839775,-0.19706462963875568,-0.4262317073661829,0.33042047217882015,-0.1861071918088775,-0.48406483733616834,0.40481890594545833,-0.28596300014798287,-0.3279325431022911,0.3258394275221082,-0.2514219788075835,-0.24892059701572677,0.23140399907647535,-0.20016227122796976,YES
0.0,0.0,0.0,-0.07524634795616168,-0.31204450522188554,-0.1296884842714594,-0.25878977212944637,-0.5704276148727483,-0.2061151228533991,-0.38300075624512303,-0.7983033499845433,-0.27636048758225695,-0.4348578273375968,-1.0,-0.3300549777569622,-0.5354147777601255,-0.30557400876856566,-0.14824921876105915,-0.6412152171327755,-0.246289539171851,-0.3184509734102033,-0.4460188988572918,-0.2205611591201081,-0.39318746807491023,-0.33484417999218935,-0.24711389566357897,-0.41744443363237005,-0.5362280191450611,-0.05844724298133239,-0.1410474548353973,-0.619410302634272,0.0014132064350283983,-0.3240692629256406,-0.3888354351610274,-0.017933430873270484,-0.3386709405379017,-0.29810415557071185,-0.08083657809486568,-0.3099379716184982,-0.5075019867208739,0.1546627831207827,-0.15756832695843367,-0.5568737867923615,0.21963868882857387,-0.32629021587138207,-0.35045839786850697,0.15407293031070401,-0.2815012453667805,-0.27375179231097024,0.06345856827228702,-0.2110639987943493,-0.4572927093173093,0.34000710531112394,-0.18573770564151415,-0.49209812015129584,0.405021287100952,-0.2861026279690643,-0.33236124899368585,0.324346839135238,-0.25446078128015015,-0.2558532946304758,0.22329798255797384,-0.2043285156879327,YES
0.0,0.0,0.0,-0.07217821324167603,-0.31326643628095696,-0.12556942797097026,-0.25241054693531983,-0.5795850727631908,-0.19834582675878287,-0.3769462090191213,-0.8015866861731301,-0.2652523985754931,-0.42188265437883715,-1.0,-0.31508067841026505,-0.5229144646460882,-0.3118788305174094,-0.14831081629557982,-0.6280342956107795,-0.2631994771060857,-0.31223397748082377,-0.4345756944851199,-0.248139653143487,-0.37821595025386545,-0.3308495428671839,-0.271720631146799,-0.3973847196560518,-0.5255697853046576,-0.07137491946262267,-0.14175836641179326,-0.5987790932955629,-0.01713282943115319,-0.31899770278047607,-0.3712958630411979,-0.04325655880426622,-0.32677263808433493,-0.29193343286244483,-0.09858540423107438,-0.29489025743274094,-0.4978594363182305,0.1388244737780949,-0.1583637925011112,-0.5410286353640289,0.2019080369646594,-0.32131897636261886,-0.3399469385147044,0.1314290126250659,-0.27235285414415356,-0.27645686125207003,0.048297300067624775,-0.20137151119337057,-0.45004719090952655,0.32785867753632836,-0.1864721379871576,-0.4790394819516403,0.3933954691402069,-0.2822461387912002,-0.328875129126043,0.30916235802791253,-0.24975895821175703,-0.2653983638266037,0.21382107922748014,-0.20092655882357488,YES
0.0,0.0,0.0,-0.07193712374237561,-0.31818699305880277,-0.12855822753437557,-0.251213561496264,-0.5837375078337484,-0.20506687855854033,-0.37365860941717244,-0.8031684922507859,-0.27495261274528826,-0.41942065429061054,-1.0,-0.3278267503686467,-0.5190724111137878,-0.32635443610422366,-0.1645420686922399,-0.6272217764379615,-0.273473987471151,-0.33760067754474304,-0.43675691493597607,-0.2524503533210485,-0.40735975557929865,-0.3351004990929169,-0.27583762668833006,-0.42832293689950707,-0.5226512103395597,-0.08451787248887208,-0.15922629898198085,-0.5993411056739548,-0.03138863720969667,-0.34775133463295776,-0.37567356534764074,-0.04947067651615988,-0.35620868968712577,-0.2956089406081671,-0.10647935589834856,-0.32292899163240313,-0.4970352786273421,0.12541371367463772,-0.17731568729317707,-0.5384004596408022,0.18811724892789647,-0.35033621210844096,-0.33675564443007305,0.1211972948687256,-0.30004510432943227,-0.27049278273759475,0.03211755883168927,-0.22645156889597756,-0.4504988064302878,0.3115401711961033,-0.207203798903716,-0.4742099342434308,0.37581116196733105,-0.3135310470120116,-0.31980634832771115,0.2933838944858964,-0.28423673083191964,-0.2527908156872104,0.19045398331418856,-0.23604077447853067,YES
0.0,0.0,0.0,-0.07018784334692689,-0.321371381880607,-0.11623348846663636,-0.24817203085619294,-0.5881222172505144,-0.18310409694665558,-0.37048613463727736,-0.8080110816908249,-0.2461552381548611,-0.41492308425076996,-1.0,-0.2942663646581412,-0.518623751137921,-0.3224729095962384,-0.13692614697224834,-0.6358522617879231,-0.28661221193071246,-0.3012502608529063,-0.4463778387650546,-0.2648379204605754,-0.37364176758450185,-0.3338525395178099,-0.2792724952822816,-0.3968885641312594,-0.5230236566829257,-0.08271688255581264,-0.13430102513000025,-0.6083952411587642,-0.04419896730099547,-0.3133333767206076,-0.3822208093478245,-0.05890506669206934,-0.32850204479783796,-0.28734158830636425,-0.1041741996985222,-0.3007515084571506,-0.49653324004113625,0.1266288958492799,-0.15410055815470008,-0.549464137289799,0.17482828041595083,-0.31899356967579445,-0.3446429996974488,0.11282776654857556,-0.2761562712563727,-0.2643366314316439,0.037704850948273146,-0.2081531608828931,-0.4478147890493923,0.31554324703805103,-0.1844413638363559,-0.4763283907699759,0.36639045736208936,-0.28659474737797547,-0.32165145972547676,0.2852473774986466,-0.2599213367610462,-0.24787962623192325,0.19137299861738818,-0.21393496548314653,YES
0.0,0.0,0.0,-0.07562413419853661,-0.3192271801129744,-0.11269442074943455,-0.2578063312037901,-0.5852127677552988,-0.17542544406297167,-0.38099455876356314,-0.8032492475820305,-0.23466792226765648,-0.42101347316335475,-1.0,-0.27726083649577277,-0.5262006853960052,-0.33461855542108215,-0.11458142662036117,-0.6408179909005406,-0.3013968779527605,-0.2706397717040813,-0.4464525377238032,-0.27256011521319107,-0.3391815265300225,-0.3418869790989524,-0.2898797419650194,-0.3614795273830445,-0.5312014391944045,-0.09665452390310621,-0.11185493111696522,-0.635843632595481,-0.06275819268425686,-0.28492199248619443,-0.40557516323792975,-0.07819591697274562,-0.2995857139010464,-0.3145966325206868,-0.12830786565622543,-0.27080904169425435,-0.5064493267601443,0.11350982422692996,-0.13148825253677002,-0.580003610870024,0.15703854444791923,-0.29336229658904966,-0.36993857003188707,0.09507430812434042,-0.24973104807301183,-0.29037652941177455,0.02167710020699756,-0.17979681593757377,-0.46089250399780873,0.3072480602449736,-0.1609299991470616,-0.5075331315730426,0.3510476793801752,-0.25943116180370485,-0.3523242005763002,0.2683291393362458,-0.22961031985523386,-0.27891184976103506,0.17894956477972773,-0.1808154477257124,YES
0.0,0.0,0.0,-0.07580255007292498,-0.32148326486804296,-0.10792206409865718,-0.2421935794014526,-0.5790263108968114,-0.17743652569686322,-0.357498025721789,-0.8110325817356129,-0.2479761004273559,-0.3952275670112175,-1.0,-0.30456030795034983,-0.4813661873243998,-0.3479729891355722,-0.11929043397586507,-0.6229972438465786,-0.34857496458507,-0.2924847117777193,-0.43794753261827646,-0.3265054459064267,-0.37715870800551576,-0.32594496040638044,-0.3191731902669693,-0.40595343404729706,-0.4741393475008451,-0.11585973526607761,-0.12546239389673888,-0.6178446952831289,-0.10342413335909065,-0.3123955776737892,-0.3872326269703808,-0.12771051860127236,-0.34182469576573327,-0.2841480843108767,-0.15352716535881217,-0.3218537807976937,-0.44688486365808716,0.08998155470676669,-0.15344534391957898,-0.5756213305521595,0.11673721057873283,-0.3214923315760303,-0.35812887091742607,0.04612956511109326,-0.27583420941939096,-0.2629467201411351,-0.002985461690754208,-0.2020300644167193,-0.4028436534977182,0.28248601178314564,-0.19103448544715806,-0.5051201732052792,0.3147676670061199,-0.28450505208108917,-0.354458288908293,0.2305349860905563,-0.24158714312175117,-0.268210169772254,0.16433005939414116,-0.1840176317842719,YES
0.0,0.0,0.0,-0.08449555938413442,-0.32006229265160463,-0.1111957264944452,-0.26066160381619685,-0.5782545431589161,-0.17626998164419921,-0.38667787792582214,-0.8025426559362004,-0.23972917302684324,-0.4309342748366473,-1.0,-0.28579236047485335,-0.5218668015951942,-0.33257863478016675,-0.10816091752472881,-0.6652153815776585,-0.3276678905500682,-0.26692722684466125,-0.4636615906069708,-0.3026370933252408,-0.3391579340408932,-0.3455674211765166,-0.29605649706077564,-0.36196572144577605,-0.5225810004324735,-0.09469848569089141,-0.10885101381312498,-0.6669646605168856,-0.0756655348475681,-0.2843914748734416,-0.4214400149315719,-0.1059405663738736,-0.309757327548713,-0.3206589379542065,-0.12927595085413085,-0.28879767384315624,-0.49146949895346903,0.11941346232857383,-0.13097540603862054,-0.6136992283238745,0.15123911975775994,-0.30128727586632936,-0.3896757718262304,0.07179420231628068,-0.2626062445379907,-0.29536284114327394,0.026467686544722067,-0.19225579347722982,-0.4402640198351111,0.3262471267788925,-0.16118028499493386,-0.5433483055050393,0.3595969916588026,-0.264820290954525,-0.3918130932250566,0.2601049292886111,-0.23161399063402108,-0.3070620125130827,0.1933168521076178,-0.17882725350328116,YES
0.0,0.0,0.0,-0.08347982697474825,-0.32631828457841383,-0.10948637448968272,-0.2628193408889221,-0.5874196351474602,-0.1720905368986419,-0.384440075050806,-0.8094655443363954,-0.23309371934081674,-0.42764995581675386,-1.0,-0.277494739206774,-0.5200133772537774,-0.3499008677428783,-0.10294332913101002,-0.6634144764734262,-0.3426235869612992,-0.2604105435718769,-0.4736820232591827,-0.3102601073771741,-0.3330539313314674,-0.3512838281452152,-0.30292194315984006,-0.35522995321119555,-0.5185419562976646,-0.11058159244046635,-0.10161284007455107,-0.6615643297631583,-0.08196073394639761,-0.2812763316814445,-0.4241648066720037,-0.10834036371696111,-0.31027508220284444,-0.3168513378707455,-0.13705938820014027,-0.28844866977126776,-0.4893254320543422,0.10444946751791744,-0.12126730861944893,-0.6032812238391487,0.14067100729079143,-0.29149299120228844,-0.3874957907484199,0.0637182779770076,-0.2567546300715052,-0.29165944816006323,0.014781164238369596,-0.1866223419950301,-0.4417366897436551,0.3113151352287806,-0.1488899930180172,-0.5449847782859568,0.34168194595774176,-0.25099332118708984,-0.39347818688444236,0.24951194914386088,-0.21883991938497432,-0.30701678176657393,0.18463466261597994,-0.16532309075867738,YES
0.0,0.0,0.0,-0.0861856616274975,-0.32440102033446405,-0.10994915228802787,-0.263197347703363,-0.581162298018535,-0.17493250381285597,-0.3878580854585771,-0.8022302493565094,-0.23877258051138486,-0.4328720036994502,-1.0,-0.2857753458659542,-0.5235650112018131,-0.3432700112842206,-0.10418609494680839,-0.6703144575829539,-0.3384360123771772,-0.2650196542895813,-0.47677225557305625,-0.30838203502379763,-0.3388317629132127,-0.3516167275691276,-0.29868970326305283,-0.361032002127989,-0.522880899396475,-0.1059211826919368,-0.10440510046673121,-0.6679834898486454,-0.080244554438102,-0.28542707704073417,-0.4246145118856229,-0.10848850035495634,-0.31349701798086493,-0.3151165841973107,-0.13461228645128132,-0.29107455892165157,-0.4924355510676778,0.10903454721471662,-0.12607913965767406,-0.6109885545023022,0.1468351760832856,-0.2980378860245166,-0.3903522287004404,0.0682470558297535,-0.26035694220564537,-0.29299866620633513,0.02093720383451225,-0.188261002428194,-0.44284702343626564,0.31759579916693337,-0.1557938439799439,-0.547395322825613,0.35213101949140496,-0.2584758073221476,-0.39553889725284413,0.2561596596837156,-0.22408533946405523,-0.3100388143707315,0.19048561669598676,-0.16896489462570385,YES
0.0,0.0,0.0,-0.08577445882543878,-0.32205590319678196,-0.11232526350816675,-0.2636361979551976,-0.5784418619174059,-0.17873314483088887,-0.38336300714425825,-0.8038254038052441,-0.2433310143799618,-0.42495842600191114,-1.0,-0.2920381284677536,-0.5203317645211435,-0.3449813082199004,-0.11173363353536335,-0.6653926491695263,-0.3432123673153964,-0.2750629897747539,-0.47652007346287195,-0.3081728265628589,-0.35316343659644306,-0.3480391229611725,-0.29482716937756,-0.3784838001725333,-0.5197644164580949,-0.10410890940733657,-0.11110264937800846,-0.6690274426823847,-0.08310359990702695,-0.29602511224126216,-0.43135537582263744,-0.10903223126069257,-0.3289108724310916,-0.3147623041802717,-0.132935390729074,-0.3092086668951876,-0.4900377877908355,0.11186702815941439,-0.13156628550686442,-0.6079231882326734,0.14465807918411747,-0.3049034594631137,-0.39252712296877346,0.0661805015897579,-0.27224674170704977,-0.2919960001896775,0.019951891371826628,-0.20312330288593142,-0.4409043744923904,0.3196984093956329,-0.160360117431048,-0.5467391241444972,0.3505484623731672,-0.264862795415827,-0.39900267319101823,0.2564249134251127,-0.23448605073523873,-0.3123091079122187,0.19105356410065724,-0.1822433653447472,YES
0.0,0.0,0.0,-0.08322735792818632,-0.3240454926824055,-0.1149591059008366,-0.25678323556415467,-0.581868646246753,-0.182975732964798,-0.3758399671334558,-0.8050000208191792,-0.2490068392474017,-0.4183334732844823,-1.0,-0.2983587468740916,-0.5153563566852813,-0.3477581907855701,-0.1150459175407009,-0.662511129586205,-0.3483619469818783,-0.2802972414670038,-0.4700908201993228,-0.3133675091725834,-0.35701554808354713,-0.34315810639849714,-0.3014355171033027,-0.38066201517293563,-0.5144585729563026,-0.1074970558210772,-0.11363180732466027,-0.6636288592685945,-0.08727642803954812,-0.3019104554694285,-0.42485837753360733,-0.1131480750239941,-0.3341225834740698,-0.3128691500708893,-0.13937729141090882,-0.3133127295483707,-0.4860450343134772,0.10775104980711031,-0.1337751439034723,-0.6068852755661255,0.1376895499518036,-0.310025901634848,-0.39072793566040864,0.059460269719406045,-0.27628289167425873,-0.2919535954375463,0.01169378596079471,-0.20574768609527386,-0.4401141515594606,0.3153878370191377,-0.16235581067585414,-0.5495289573963257,0.34404630463039365,-0.2676658550970428,-0.4013285412209338,0.2522330304605411,-0.236718839214091,-0.31485816240208914,0.18824042543298689,-0.18385981073414784,YES
